row_id,rule_violation
0,0.9999999451547391
1,0.9999792148345249
2,1.6373770576809702e-7
3,0.999999984286569
4,0.9999999979388463
5,0.9999559988102182
6,0.6584175139669997
7,0.9999944056629535
8,0.9998147742157588
9,0.9999959070879744
10,0.0007096703049020563
11,0.024423088278887034
12,0.9999987517288075
13,1.6536891917493862e-6
14,0.9715639681901894
15,0.9939024386907374
16,0.9902915252466367
17,0.9845754493466681
18,0.9990889486412496
19,0.16451646904109268
20,0.9399133496156019
21,0.9959298622161507
22,0.9998313472685123
23,3.769456046333922e-8
24,0.9999999918479795
25,0.99999998327314
26,0.9999657315135625
27,0.9999999852385977
28,0.9999998085712103
29,0.9919380090154164
30,2.699578418220125e-7
31,0.9999932519476056
32,0.9999988634360183
33,0.9999999932417374
34,0.9999623635349
35,0.7662936377487304
36,0.999973311470437
37,0.5389832206876841
38,1.5713430951040203e-8
39,0.9999998257021214
40,0.9999999732705538
41,0.0011695103004128338
42,0.9996200154674056
43,0.9999999740929324
44,0.999144099472964
45,5.043476486929151e-7
46,2.7264699456657126e-6
47,0.9999810748540134
48,1.125351754703302e-7
49,0.9999599363078029
50,0.9999203269524037
51,0.000295957206364819
52,3.059023363247549e-7
53,0.997527377056997
54,0.9999998838925749
55,0.9999546021475793
56,5.093706824804725e-6
57,9.329493907946132e-8
58,0.0009399439131311985
59,0.9999953621272556
60,0.000012606949244634996
61,0.9998259944841504
62,0.9591542797116411
63,0.9973683257592774
64,0.9999999226557776
65,0.999998790134028
66,0.9961755166560732
67,4.737907838589542e-7
68,1.6373770576809702e-7
69,0.999999999782756
70,0.9995557816849124
71,0.999999288756471
72,0.973240719434058
73,0.9825575119119352
74,0.9854964213735464
75,0.9999991148431752
76,0.9999998909271676
77,0.9999999434137637
78,0.999987780925437
79,0.9999999954980265
80,0.9999999962677331
81,0.999999984286569
82,0.9999989969859118
83,0.28776782186926264
84,0.998451238551972
85,3.576360456217727e-7
86,0.9999993106391187
87,0.008847353808903185
88,0.02096424284433403
89,3.256313355633465e-7
90,0.9999999877623676
91,1.2237632371944109e-8
92,0.9999963880178
93,0.9999999791830863
94,0.4301473485858429
95,0.9999998838925749
96,2.6729446161905607e-8
97,0.9999623635349
98,0.012431653620200801
99,0.9999999960270225
100,0.9999992428852392
101,0.9999999837877711
102,0.9859363735766059
103,0.000012606949244634996
104,0.9999995818810775
105,7.582560422162384e-10
106,0.9999741325658438
107,0.005730245984379375
108,0.9999981261246162
109,0.9999999667346671
110,0.0053849370015672145
111,4.840077318761141e-8
112,0.30735802320985245
113,0.9999999785222864
114,0.8933094110250331
115,0.999973311470437
116,3.50085316238225e-6
117,0.9999999611088859
118,5.77192003006883e-6
119,2.2862906964501608e-8
120,1.0030140882062788e-6
121,0.9999978092178952
122,2.0816913725037723e-8
123,0.9999999176675044
124,0.9999697580486899
125,0.9999972735300542
126,2.757792984024888e-8
127,0.9999646437450659
128,1.0348532635506445e-6
129,0.9999999150539906
130,0.9999999963825628
131,0.9999968124336435
132,8.664654180478204e-6
133,0.9999962733611601
134,0.9879462195410589
135,0.000013007123813725573
136,0.99979657295342
137,0.999999988857509
138,0.0003569706122830194
139,0.7931059462938815
