row_id,rule_violation
0,0.9999999996304556
1,0.9863631621505141
2,3.2241866333029355e-8
3,0.999999999265073
4,0.9999999798235555
5,0.9926541730452225
6,0.9999999656787121
7,0.9999969105048154
8,0.9999994796426467
9,0.9999994631251881
10,0.9977481530772637
11,4.936989537931885e-6
12,0.9999999397642582
13,0.005554924449029013
14,0.9999359799283962
15,0.9999999559305942
16,0.9999516743791508
17,0.9845754493466681
18,0.9999097196425014
19,0.29421497216298875
20,4.356878425291134e-6
21,0.9850429122679637
22,0.999999288756471
23,0.2509127812837603
24,0.999995063010462
25,0.9999804741054846
26,0.9893474901614283
27,0.9999999898546464
28,0.9999995111694895
29,0.00012339461917113592
30,0.7606506526772884
31,0.9995271456183416
32,0.9999097196425014
33,0.9999999998506905
34,1.3574332962585767e-7
35,0.01798621187025419
36,0.99999422807997
37,0.9997694933390749
38,0.08269734550098795
39,0.9999999895325983
40,0.9997621778710508
41,0.9553191327485798
42,0.9987934103044489
43,0.9999990577554062
44,0.9999599363078029
45,0.991684219848227
46,0.10087861935113906
47,0.9990600560868689
48,0.000021444958641491428
49,0.41489884579676883
50,0.8438951104066295
51,0.014503578626453704
52,0.008061990984583519
53,0.9219218284193597
54,0.9999960330136123
55,0.9999992188517626
56,0.007815887019844698
57,8.764248496102857e-8
58,0.9433475772802017
59,0.9999999966017321
60,0.9965165758610702
61,0.9196425372343816
62,0.4073334000459302
63,0.9987551564771854
64,0.9999998085712103
65,0.999999814460854
66,0.46879062662624377
67,0.0010649624483902006
68,0.99937366589013
69,0.9999999989635868
70,0.9997765835655128
71,0.9999999837877711
72,0.8128673246376009
73,0.006289901135666448
74,0.9835969687460152
75,0.9999938558224681
76,0.9999997962251166
77,0.9999999295772838
78,0.9999999979388463
79,0.9999999984920278
80,0.9999996940976638
81,0.9999999451547391
82,0.999290329695098
83,0.9715639681901894
84,0.3629691917376782
85,2.994441338322032e-6
86,0.9999999468421502
87,0.9999968124336435
88,0.9952447997772297
89,2.190782104892756e-6
90,0.9999999993514292
91,0.018546566309080526
92,0.9999962733611601
93,0.9999999934496673
94,0.9770226275810572
95,0.9999999586006244
96,0.9968273169307178
97,0.9997468435152752
98,0.9808759631442908
99,0.9999999798235555
100,0.9999999982912435
101,0.9999999732705538
102,0.49218813572079556
103,0.061875992210939715
104,0.9999956431215747
105,4.840077318761141e-8
106,0.9999998642566703
107,0.8596637523076225
108,0.999981657102302
109,0.9999998024946094
110,0.9615338070171763
111,0.0053849370015672145
112,0.8705972717658208
113,0.9999999928058669
114,0.23370636225126956
115,0.99979657295342
116,0.8438951104066295
117,0.9999999810459842
118,0.4073334000459302
119,3.156127157769189e-7
120,0.11596071519881657
121,0.9999999451547391
122,0.001325022200004762
123,0.9999999677581336
124,0.9999999397642582
125,0.9998977001214217
126,0.10087861935113906
127,0.9911526461910967
128,0.19193279569159502
129,0.8933094110250331
130,0.9999832985701904
131,0.9999992428852392
132,0.001987774066425167
133,0.9999996743686644
134,0.9996946510093417
135,0.0044683841359893966
136,0.9999995686085639
137,0.9999999997959181
138,0.0351448448849122
139,0.990587409656913
140,0.9999999940358542
141,1.706182832076048e-6
142,0.9964063976003252
143,0.11279540553729422
144,0.9999997214727788
145,0.9952447997772297
146,0.994088930941271
147,0.977713813649052
148,0.9999998802069302
149,0.9999989969859118
150,0.9999999176675044
151,0.000054759789305172656
152,0.9999999999483999
153,0.9381240077890602
154,0.7772998611746911
155,7.4112781047984106e-6
156,0.0015487614480278714
157,0.9999999598743493
158,0.9304582521195072
159,0.9999969105048154
160,0.4378234991142019
161,0.9998147742157588
162,1.2878956762413533e-6
163,0.9999991940554757
164,0.9999749284001825
165,0.9999916019299676
166,0.9999999434137637
167,0.9999955048194933
168,0.9999966068535691
169,0.9999857144823514
170,0.0000302419513100631
171,0.999998827357647
172,0.999997186982516
173,0.991684219848227
174,8.764248496102857e-8
175,0.9999531611102186
176,0.999860177975717
177,0.9999999990853685
178,0.9962927470946552
179,0.9999999687501117
180,0.9999798543067497
181,1.3287778191852582e-6
182,0.00009915273067156278
183,0.999999977137093
184,0.7826624890918021
185,0.9715639681901894
186,0.9971990727096725
187,0.9999995686085639
188,0.798186775339273
189,0.9999930377420901
190,0.9999999378521706
